junction_id	cell_line	gene_name	kd_gene	A549_log2fc_local	A549_delta_cosi	HeLa_log2fc_local	HeLa_delta_cosi	spearman_r_gtex	KD_split_reads	KD_retention_reads	KD_ctrl_split_reads	KD_ctrl_retention_reads	KD_cosi	KD_ctrl_cosi	KD_delta_cosi	KD_tpm_mean	KD_ctrl_tpm_mean	KD_log2fc_expression	postar_peak	eclip_peak
chr4_82424883_82425563_-	both	HNRNPDL	HNRNPU	0.392	0.23	1.022	0.67	0.895	92	620	105	1062	0.229	0.165	0.064	115.517	181.852	-0.655	>=500nt	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	HNRNPUL1	0.392	0.23	1.022	0.67	0.815	118	1553	49	1686	0.132	0.055	0.077	158.976	192.134	-0.273	>=500nt	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	PPP1R8	0.392	0.23	1.022	0.67	0.851	73	767	35	904	0.16	0.072	0.088	170.398	190.5	-0.161	>=500nt	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	PRPF4	0.392	0.23	1.022	0.67	0.787	94	582	81	675	0.244	0.194	0.051	200.119	257.149	-0.362	>=500nt	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	PRPF8	0.392	0.23	1.022	0.67	0.87	110	686	84	935	0.243	0.152	0.091	185.229	211.219	-0.189	<=500nt	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	PUF60	0.392	0.23	1.022	0.67	0.787	174	704	194	3055	0.331	0.113	0.218	137.875	236.101	-0.776	>=500nt	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	RBM22	0.392	0.23	1.022	0.67	0.88	186	1423	171	1916	0.207	0.151	0.056	167.507	195.916	-0.226	>=500nt	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	RPS3	0.392	0.23	1.022	0.67	0.746	52	370	31	509	0.219	0.109	0.111	202.552	249.494	-0.301	>=500nt	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	SF3A3	0.392	0.23	1.022	0.67	0.846	127	800	72	1007	0.241	0.125	0.116	115.865	177.007	-0.611	inside_the_intron	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	SF3B1	0.392	0.23	1.022	0.67	0.91	65	542	36	786	0.193	0.084	0.11	63.043	90.097	-0.515	<=100nt	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	SF3B4	0.392	0.23	1.022	0.67	0.716	169	947	167	1266	0.263	0.209	0.054	154.305	168.994	-0.131	inside_the_intron	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	SSB	0.392	0.23	1.022	0.67	0.821	171	1379	115	1598	0.199	0.126	0.073	201.698	219.828	-0.124	>=500nt	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	SUPT6H	0.392	0.23	1.022	0.67	0.854	109	1410	51	1289	0.134	0.073	0.061	142.549	160.799	-0.174	>=500nt	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	SUPV3L1	0.392	0.23	1.022	0.67	0.773	165	1105	84	935	0.23	0.152	0.078	137.281	211.219	-0.622	>=500nt	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	U2AF1	0.392	0.23	1.022	0.67	0.867	157	742	81	1156	0.297	0.123	0.174	122.956	180.975	-0.558	inside_the_intron	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	U2AF2	0.392	0.23	1.022	0.67	0.838	133	618	79	1553	0.301	0.092	0.209	88.363	212.311	-1.265	inside_the_intron	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	XRN1	0.392	0.23	1.022	0.67	0.864	578	2068	122	1353	0.359	0.153	0.206	205.081	237.08	-0.209	>=500nt	>=500nt
chr4_82424883_82425563_-	both	HNRNPDL	WDR3	0.392	0.23	1.022	0.67	0.709	126	1135	77	1116	0.182	0.121	0.06	181.278	203.244	-0.165	>=500nt	>=500nt
chr5_116298392_116303530_+	both	COMMD10	DDX21	1.53	0.08	1.716	0.17	0.777	18	0	15	6	1	0.833	0.167	21.627	24.808	-0.198	>=500nt	>=500nt
chr5_116298392_116303530_+	both	COMMD10	NELFE	1.53	0.08	1.716	0.17	0.87	26	0	25	6	1	0.893	0.107	23.756	26.242	-0.144	>=500nt	>=500nt
chr5_116298392_116303530_+	both	COMMD10	PCBP1	1.53	0.08	1.716	0.17	0.736	22	0	25	6	1	0.893	0.107	23.3	26.242	-0.172	>=500nt	>=500nt
chr5_116298392_116303530_+	both	COMMD10	PTBP1	1.53	0.08	1.716	0.17	0.871	9	0	25	6	1	0.893	0.107	24.309	26.242	-0.11	>=500nt	>=500nt
chr5_116298392_116303530_+	both	COMMD10	RBM34	1.53	0.08	1.716	0.17	0.819	11	0	18	8	1	0.818	0.182	23.405	25.822	-0.142	>=500nt	>=500nt
chr5_116298392_116303530_+	both	COMMD10	SRSF1	1.53	0.08	1.716	0.17	0.874	20	0	25	6	1	0.893	0.107	20.352	26.242	-0.367	>=500nt	>=500nt
chr5_116298392_116303530_+	both	COMMD10	SRSF7	1.53	0.08	1.716	0.17	0.891	16	0	25	6	1	0.893	0.107	24.347	26.242	-0.108	>=500nt	>=500nt
chr5_116298392_116303530_+	both	COMMD10	TRA2A	1.53	0.08	1.716	0.17	0.769	14	0	18	8	1	0.818	0.182	20.484	25.822	-0.334	>=500nt	>=500nt
chr6_28380871_28382191_-	both	ZSCAN12	DROSHA	2.006	0.09	0.415	0.14	0.931	121	0	131	28	1	0.903	0.097	13.017	14.373	-0.143	>=500nt	>=500nt
chr6_28380871_28382191_-	both	ZSCAN12	HNRNPL	2.006	0.09	0.415	0.14	0.9	144	0	181	50	1	0.879	0.121	9.277	11.989	-0.37	>=500nt	>=500nt
chr6_28380871_28382191_-	both	ZSCAN12	HNRNPLL	2.006	0.09	0.415	0.14	0.852	32	0	63	15	1	0.894	0.106	2.413	4.009	-0.733	>=500nt	>=500nt
chr6_28380871_28382191_-	both	ZSCAN12	MAK16	2.006	0.09	0.415	0.14	0.892	46	0	90	15	1	0.923	0.077	10.62	14.168	-0.416	>=500nt	>=500nt
chr6_28380871_28382191_-	both	ZSCAN12	SNRNP70	2.006	0.09	0.415	0.14	0.793	19	0	63	15	1	0.894	0.106	3.413	4.009	-0.232	>=500nt	>=500nt
chr6_28380871_28382191_-	both	ZSCAN12	SRSF5	2.006	0.09	0.415	0.14	0.786	78	0	145	43	1	0.871	0.129	12.45	13.766	-0.145	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	ADAR	0.386	0.15	0.565	0.12	0.847	185	150	186	204	0.712	0.646	0.066	56.971	63.995	-0.168	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	BCCIP	0.386	0.15	0.565	0.12	0.891	452	255	333	277	0.78	0.706	0.074	72.485	90.867	-0.326	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	CCAR1	0.386	0.15	0.565	0.12	0.959	147	0	214	210	1	0.671	0.329	57.831	64.209	-0.151	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	CELF1	0.386	0.15	0.565	0.12	0.933	914	516	816	657	0.78	0.713	0.067	82.176	89.779	-0.128	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	CIRBP	0.386	0.15	0.565	0.12	0.812	448	280	396	334	0.762	0.703	0.059	76.033	82.105	-0.111	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	DDX1	0.386	0.15	0.565	0.12	0.839	185	124	186	204	0.749	0.646	0.103	53.939	63.995	-0.247	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	DDX19B	0.386	0.15	0.565	0.12	0.82	406	212	436	357	0.793	0.71	0.083	59.292	69.734	-0.234	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	DDX47	0.386	0.15	0.565	0.12	0.839	452	266	523	434	0.773	0.707	0.066	65.325	75.694	-0.213	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	DDX51	0.386	0.15	0.565	0.12	0.818	287	96	167	92	0.857	0.784	0.073	82.302	96.286	-0.226	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	DNAJC21	0.386	0.15	0.565	0.12	0.799	159	118	186	204	0.729	0.646	0.084	48.065	63.995	-0.413	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	DROSHA	0.386	0.15	0.565	0.12	0.924	276	131	178	114	0.808	0.757	0.051	62.049	85.789	-0.467	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	EIF4A3	0.386	0.15	0.565	0.12	0.8	412	189	376	303	0.813	0.713	0.101	66.363	78.358	-0.24	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	FMR1	0.386	0.15	0.565	0.12	0.88	379	230	375	350	0.767	0.682	0.085	59.164	69.463	-0.232	<=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	FUBP1	0.386	0.15	0.565	0.12	0.969	514	277	358	319	0.788	0.692	0.096	92.161	99.679	-0.113	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	FUS	0.386	0.15	0.565	0.12	0.939	380	233	315	283	0.765	0.69	0.075	75.363	87.307	-0.212	<=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	HNRNPC	0.386	0.15	0.565	0.12	0.887	313	128	262	250	0.83	0.677	0.153	56.727	75.185	-0.406	inside_the_intron	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	HNRNPD	0.386	0.15	0.565	0.12	0.937	171	181	166	224	0.654	0.597	0.057	83.775	101.349	-0.275	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	HNRNPF	0.386	0.15	0.565	0.12	0.801	261	179	262	250	0.745	0.677	0.068	61.151	75.185	-0.298	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	HNRNPL	0.386	0.15	0.565	0.12	0.928	534	283	565	496	0.791	0.695	0.096	70.751	81.765	-0.209	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	HNRNPLL	0.386	0.15	0.565	0.12	0.816	73	60	41	81	0.709	0.503	0.206	35.613	46.561	-0.387	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	HNRNPU	0.386	0.15	0.565	0.12	0.933	429	161	351	350	0.842	0.667	0.175	57.936	79.996	-0.465	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	HSPD1	0.386	0.15	0.565	0.12	0.763	407	287	341	323	0.739	0.679	0.061	60.333	72.409	-0.263	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	ILF2	0.386	0.15	0.565	0.12	0.831	310	283	219	283	0.687	0.607	0.079	78.873	84.575	-0.101	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	KHSRP	0.386	0.15	0.565	0.12	0.917	516	279	396	334	0.787	0.703	0.084	70.462	82.105	-0.221	>=500nt	<=500nt
chr6_4062299_4062557_+	both	PRPF4B	NUFIP2	0.386	0.15	0.565	0.12	0.897	339	228	259	230	0.748	0.693	0.056	71.328	88.524	-0.312	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	PA2G4	0.386	0.15	0.565	0.12	0.815	311	138	227	155	0.818	0.745	0.073	54.273	81.031	-0.578	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	PABPC1	0.386	0.15	0.565	0.12	0.75	443	397	311	359	0.691	0.634	0.057	70.862	99.571	-0.491	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	PES1	0.386	0.15	0.565	0.12	0.837	341	220	260	224	0.756	0.699	0.057	68.324	84.787	-0.311	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	PPIG	0.386	0.15	0.565	0.12	0.954	360	249	341	323	0.743	0.679	0.064	52.098	72.409	-0.475	>=500nt	inside_the_intron
chr6_4062299_4062557_+	both	PRPF4B	PPIL4	0.386	0.15	0.565	0.12	0.884	253	240	219	283	0.678	0.607	0.071	58.736	84.575	-0.526	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	PTBP1	0.386	0.15	0.565	0.12	0.871	374	205	368	332	0.785	0.689	0.096	72.335	79.004	-0.127	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	PUM1	0.386	0.15	0.565	0.12	0.917	739	415	816	657	0.781	0.713	0.068	75.241	89.779	-0.255	>=500nt	<=500nt
chr6_4062299_4062557_+	both	PRPF4B	PUM2	0.386	0.15	0.565	0.12	0.897	693	425	816	657	0.765	0.713	0.052	83.405	89.779	-0.106	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	RRP9	0.386	0.15	0.565	0.12	0.895	303	192	248	234	0.759	0.679	0.08	82.613	88.587	-0.101	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	SF3A3	0.386	0.15	0.565	0.12	0.901	418	329	292	318	0.718	0.647	0.07	56.681	73.564	-0.376	>=500nt	inside_the_intron
chr6_4062299_4062557_+	both	PRPF4B	SMN1	0.386	0.15	0.565	0.12	0.903	204	209	219	283	0.661	0.607	0.054	70.827	84.575	-0.256	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	SRSF5	0.386	0.15	0.565	0.12	0.853	338	236	494	484	0.741	0.671	0.07	73.899	93.261	-0.336	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	SRSF9	0.386	0.15	0.565	0.12	0.829	411	265	368	332	0.756	0.689	0.067	70.288	79.004	-0.169	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	SUPV3L1	0.386	0.15	0.565	0.12	0.86	324	234	248	234	0.735	0.679	0.055	57.688	88.587	-0.619	>=500nt	<=500nt
chr6_4062299_4062557_+	both	PRPF4B	TARDBP	0.386	0.15	0.565	0.12	0.944	357	212	315	293	0.771	0.683	0.089	65.856	79.142	-0.265	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	TFIP11	0.386	0.15	0.565	0.12	0.749	283	139	248	234	0.803	0.679	0.123	56.22	88.587	-0.656	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	TIAL1	0.386	0.15	0.565	0.12	0.963	213	153	262	250	0.736	0.677	0.059	54.399	75.185	-0.467	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	TUFM	0.386	0.15	0.565	0.12	0.752	287	178	816	657	0.763	0.713	0.05	72.108	89.779	-0.316	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	UCHL5	0.386	0.15	0.565	0.12	0.737	331	187	248	234	0.78	0.679	0.1	65.45	88.587	-0.437	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	UPF1	0.386	0.15	0.565	0.12	0.874	395	293	292	318	0.729	0.647	0.082	61.603	73.564	-0.256	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	UTP3	0.386	0.15	0.565	0.12	0.757	112	114	91	150	0.663	0.548	0.115	51.705	64.062	-0.309	>=500nt	<=500nt
chr6_4062299_4062557_+	both	PRPF4B	XPO1	0.386	0.15	0.565	0.12	0.911	460	312	358	319	0.747	0.692	0.055	81.837	99.679	-0.285	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	XRN2	0.386	0.15	0.565	0.12	0.867	411	248	248	234	0.768	0.679	0.089	56.751	88.587	-0.642	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	ZNF622	0.386	0.15	0.565	0.12	0.776	101	106	91	150	0.656	0.548	0.108	40.205	64.062	-0.672	>=500nt	>=500nt
chr6_4062299_4062557_+	both	PRPF4B	NOL12	0.386	0.15	0.565	0.12	0.705	831	424	816	657	0.797	0.713	0.084	82.938	89.779	-0.114	>=500nt	>=500nt
chr7_149290038_149292211_+	both	ZNF783	DDX5	1.41	0.11	0.374	0.17	0.85	6	0	16	8	1	0.8	0.2	2.015	2.349	-0.221	>=500nt	>=500nt
chr7_149290038_149292211_+	both	ZNF783	MAK16	1.41	0.11	0.374	0.17	0.848	18	0	41	22	1	0.788	0.212	3.926	5.964	-0.603	>=500nt	>=500nt
chr7_149290038_149292211_+	both	ZNF783	NAA15	1.41	0.11	0.374	0.17	0.772	41	0	52	30	1	0.776	0.224	2.815	4.211	-0.581	>=500nt	>=500nt
chr7_149290038_149292211_+	both	ZNF783	UTP18	1.41	0.11	0.374	0.17	0.818	26	0	56	39	1	0.742	0.258	3.074	4.473	-0.541	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	CSTF2	0.57	0.25	1.007	0.29	0.743	21	0	36	34	1	0.679	0.321	8.135	11.251	-0.468	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	DDX27	0.57	0.25	1.007	0.29	0.802	39	0	36	34	1	0.679	0.321	8.771	11.251	-0.359	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	DDX5	0.57	0.25	1.007	0.29	0.743	19	15	11	20	0.717	0.524	0.193	4.777	5.149	-0.108	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	DDX55	0.57	0.25	1.007	0.29	0.81	35	0	30	29	1	0.674	0.326	7.74	8.799	-0.185	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	DDX6	0.57	0.25	1.007	0.29	0.79	33	0	46	44	1	0.676	0.324	8.055	9.785	-0.281	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	EIF4B	0.57	0.25	1.007	0.29	0.82	52	0	46	44	1	0.676	0.324	8.386	9.785	-0.223	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	GRWD1	0.57	0.25	1.007	0.29	0.852	32	0	43	26	1	0.768	0.232	7.344	8.215	-0.162	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	HDGF	0.57	0.25	1.007	0.29	0.785	31	0	55	30	1	0.786	0.214	6.296	11.248	-0.837	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	HNRNPC	0.57	0.25	1.007	0.29	0.864	24	0	25	19	1	0.725	0.275	5.803	8.614	-0.57	<=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	HNRNPF	0.57	0.25	1.007	0.29	0.799	25	0	25	19	1	0.725	0.275	6.664	8.614	-0.37	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	NIP7	0.57	0.25	1.007	0.29	0.784	24	0	28	16	1	0.778	0.222	7.921	8.958	-0.178	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	PCBP1	0.57	0.25	1.007	0.29	0.758	62	0	42	51	1	0.622	0.378	7.447	8.934	-0.263	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	PHF6	0.57	0.25	1.007	0.29	0.791	35	0	43	26	1	0.768	0.232	6.915	8.215	-0.249	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	PNPT1	0.57	0.25	1.007	0.29	0.762	72	0	72	33	1	0.814	0.186	7.321	9.271	-0.341	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	RPL23A	0.57	0.25	1.007	0.29	0.828	12	0	28	16	1	0.778	0.222	7.865	8.958	-0.188	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	SRSF9	0.57	0.25	1.007	0.29	0.792	43	0	42	51	1	0.622	0.378	7.87	8.934	-0.183	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	TIAL1	0.57	0.25	1.007	0.29	0.816	29	0	25	19	1	0.725	0.275	5.786	8.614	-0.574	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	TRA2A	0.57	0.25	1.007	0.29	0.779	49	28	43	41	0.778	0.677	0.101	9.303	10.011	-0.106	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	TRIM56	0.57	0.25	1.007	0.29	0.855	19	0	25	19	1	0.725	0.275	4.783	8.614	-0.849	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	TUFM	0.57	0.25	1.007	0.29	0.766	43	0	87	39	1	0.817	0.183	7.229	8.889	-0.298	>=500nt	>=500nt
chr7_47964632_47965300_-	both	HUS1	IGF2BP1	0.57	0.25	1.007	0.29	0.731	45	25	43	41	0.783	0.677	0.105	8.719	10.011	-0.199	>=500nt	>=500nt
chr10_73234917_73241662_-	hela	DNAJC9	GLRX3	-2.039	-0.2	0.342	0.18	0.867	21	178	10	195	0.191	0.093	0.098	58.624	66.431	-0.18	>=500nt	>=500nt
chr10_73234917_73241662_-	hela	DNAJC9	GRSF1	-2.039	-0.2	0.342	0.18	0.727	43	0	6	110	1	0.098	0.902	44.043	50.987	-0.211	>=500nt	>=500nt
chr10_73234917_73241662_-	hela	DNAJC9	PABPC1	-2.039	-0.2	0.342	0.18	0.748	48	356	19	271	0.212	0.123	0.089	25.968	28.585	-0.138	>=500nt	>=500nt
chr10_73234917_73241662_-	hela	DNAJC9	PNPT1	-2.039	-0.2	0.342	0.18	0.834	19	0	11	232	1	0.087	0.913	34.918	41.367	-0.245	>=500nt	>=500nt
chr10_73234917_73241662_-	hela	DNAJC9	SRSF4	-2.039	-0.2	0.342	0.18	0.781	13	126	4	103	0.171	0.072	0.099	64.262	77.045	-0.262	>=500nt	>=500nt
chr11_93730447_93730677_-	hela	TAF1D	CPSF7	0.209	0.03	0.534	0.06	0.82	426	0	369	43	1	0.945	0.055	33.939	36.627	-0.11	inside_the_intron	>=500nt
chr11_93730447_93730677_-	hela	TAF1D	EIF3A	0.209	0.03	0.534	0.06	0.801	54	0	135	21	1	0.928	0.072	39.713	42.586	-0.101	>=500nt	>=500nt
chr11_93731799_93732244_-	hela	TAF1D	CPSF7	0.315	0.01	0.438	0.06	0.82	693	0	522	78	1	0.93	0.07	33.939	36.627	-0.11	<=500nt	>=500nt
chr11_93731799_93732244_-	hela	TAF1D	NUFIP2	0.315	0.01	0.438	0.06	0.911	1198	0	1183	187	1	0.927	0.073	43.263	53.461	-0.305	>=500nt	>=500nt
chr11_93732291_93733087_-	hela	TAF1D	DDX6	0.671	0.04	0.355	0.13	0.84	1520	680	1715	1044	0.817	0.767	0.051	64.518	85.742	-0.41	>=500nt	>=500nt
chr11_93732291_93733087_-	hela	TAF1D	DROSHA	0.671	0.04	0.355	0.13	0.828	3334	1217	3453	2519	0.846	0.733	0.113	57.313	80.38	-0.488	>=500nt	>=500nt
chr11_93732291_93733087_-	hela	TAF1D	EIF2S1	0.671	0.04	0.355	0.13	0.737	1279	540	1715	1044	0.826	0.767	0.059	52.813	85.742	-0.699	>=500nt	>=500nt
chr11_93732291_93733087_-	hela	TAF1D	HNRNPC	0.671	0.04	0.355	0.13	0.885	2027	503	2009	984	0.89	0.803	0.086	40.343	59.771	-0.567	inside_the_intron	>=500nt
chr11_93732291_93733087_-	hela	TAF1D	KHSRP	0.671	0.04	0.355	0.13	0.825	2000	693	1982	1051	0.852	0.79	0.062	66.665	81.412	-0.288	>=500nt	>=500nt
chr11_93732291_93733087_-	hela	TAF1D	NCBP2	0.671	0.04	0.355	0.13	0.779	1542	592	1715	1044	0.839	0.767	0.072	55.363	85.742	-0.631	>=500nt	>=500nt
chr11_93732291_93733087_-	hela	TAF1D	PTBP1	0.671	0.04	0.355	0.13	0.887	1458	494	1861	1034	0.855	0.783	0.073	50.282	79.562	-0.662	inside_the_intron	>=500nt
chr11_93732291_93733087_-	hela	TAF1D	XPO5	0.671	0.04	0.355	0.13	0.825	3385	1597	4284	2908	0.809	0.747	0.063	69.568	81.793	-0.234	>=500nt	>=500nt
chr11_93732291_93733087_-	hela	TAF1D	FXR1	0.671	0.04	0.355	0.13	0.705	1363	522	1715	1044	0.839	0.767	0.073	52.03	85.742	-0.721	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	AGGF1	1.339	0.02	0.531	0.14	0.787	7	0	30	27	1	0.69	0.31	6.077	7.58	-0.319	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	AKAP8	1.339	0.02	0.531	0.14	0.9	29	0	74	42	1	0.779	0.221	4.307	6.147	-0.513	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	DDX51	1.339	0.02	0.531	0.14	0.853	9	0	13	8	1	0.765	0.235	10.586	11.515	-0.121	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	DDX59	1.339	0.02	0.531	0.14	0.794	47	0	30	16	1	0.789	0.211	2.603	3.412	-0.39	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	FMR1	1.339	0.02	0.531	0.14	0.868	33	0	61	38	1	0.762	0.238	5.066	5.722	-0.176	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	HNRNPA2B1	1.339	0.02	0.531	0.14	0.86	32	0	72	21	1	0.873	0.127	4.779	6.658	-0.478	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	HNRNPUL1	1.339	0.02	0.531	0.14	0.75	85	0	84	19	1	0.898	0.102	4.517	5.706	-0.337	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	KRR1	1.339	0.02	0.531	0.14	0.838	53	0	66	43	1	0.754	0.246	3.852	4.554	-0.242	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	MAK16	1.339	0.02	0.531	0.14	0.79	2	0	30	27	1	0.69	0.31	4.747	7.58	-0.675	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	NPM1	1.339	0.02	0.531	0.14	0.76	81	0	84	19	1	0.898	0.102	4.915	5.706	-0.215	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	NSUN2	1.339	0.02	0.531	0.14	0.818	38	0	30	16	1	0.789	0.211	2.441	3.412	-0.483	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	PABPN1	1.339	0.02	0.531	0.14	0.882	6	0	33	11	1	0.857	0.143	3.98	6.265	-0.655	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	RBM39	1.339	0.02	0.531	0.14	0.936	78	0	84	19	1	0.898	0.102	4.205	5.706	-0.44	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	SF1	1.339	0.02	0.531	0.14	0.914	64	0	84	19	1	0.898	0.102	4.519	5.706	-0.337	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	SF3B1	1.339	0.02	0.531	0.14	0.922	61	0	52	44	1	0.703	0.297	3.52	3.903	-0.149	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	SNRNP200	1.339	0.02	0.531	0.14	0.844	42	0	84	19	1	0.898	0.102	3.375	5.706	-0.758	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	SRSF3	1.339	0.02	0.531	0.14	0.812	22	0	30	16	1	0.789	0.211	2.48	3.412	-0.461	>=500nt	>=500nt
chr12_2830885_2836745_+	hela	ITFG2	SUGP2	1.339	0.02	0.531	0.14	0.74	70	0	77	26	1	0.856	0.144	4.562	5.49	-0.267	>=500nt	>=500nt
chr12_8780112_8780575_+	hela	RIMKLB	DROSHA	0.068	0.3	2.344	0.21	0.747	8	58	5	57	0.216	0.149	0.067	12.751	16.444	-0.367	>=500nt	>=500nt
chr14_72959028_72959111_+	hela	DCAF4	PUF60	-0.335	0.08	0.233	0.14	0.818	44	403	33	686	0.179	0.088	0.091	10.797	13.414	-0.313	>=500nt	>=500nt
chr14_72959028_72959111_+	hela	DCAF4	SLTM	-0.335	0.08	0.233	0.14	0.817	19	281	6	285	0.119	0.04	0.079	10.39	11.166	-0.104	>=500nt	>=500nt
chr14_72959028_72959111_+	hela	DCAF4	SND1	-0.335	0.08	0.233	0.14	0.825	15	232	6	285	0.115	0.04	0.074	9.787	11.166	-0.19	>=500nt	>=500nt
